sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,is_recid,is_violent_recid,type_of_assessment,decile_score,score_text,v_type_of_assessment,v_decile_score,v_score_text,priors_count,event
Male,21,Other,0,6,0,0,1,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,1,0
Male,21,Other,0,6,0,0,1,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,1,0
Male,21,Other,0,6,0,0,1,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,1,0
Female,28,African-American,0,3,0,0,0,-1,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,0
Male,30,Caucasian,0,5,0,1,6,0,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,6,0
Male,25,Caucasian,0,8,0,0,9,1,1,Risk of Recidivism,8,High,Risk of Violence,9,High,9,0
Male,25,Caucasian,0,8,0,0,9,1,1,Risk of Recidivism,8,High,Risk of Violence,9,High,9,1
Male,71,African-American,0,7,0,0,12,0,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,12,0
Male,34,African-American,0,3,0,0,3,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,3,0
Female,20,Caucasian,0,7,0,0,0,0,0,Risk of Recidivism,7,Medium,Risk of Violence,8,High,0,0
Male,39,Caucasian,0,1,0,0,2,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,0
Male,39,Caucasian,0,1,0,0,2,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,0
Male,39,Caucasian,0,1,0,0,2,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,0
Male,39,Caucasian,0,1,0,0,2,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,0
Male,39,Caucasian,0,1,0,0,2,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,0
Male,39,Caucasian,0,1,0,0,2,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,0
Male,39,Caucasian,0,1,0,0,2,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,0
Male,39,Caucasian,0,1,0,0,2,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,0
Male,66,Caucasian,0,1,0,0,3,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,3,0
Female,54,Caucasian,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,28,African-American,0,4,0,0,0,-1,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,0,0
Female,44,Hispanic,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,19,African-American,0,4,0,0,1,1,1,Risk of Recidivism,4,Low,Risk of Violence,7,Medium,1,1
Male,24,African-American,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,1,0
Male,24,African-American,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,1,0
Male,30,African-American,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,0
Female,39,Caucasian,0,1,0,0,0,1,1,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1
Female,32,African-American,0,3,0,0,8,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,8,0
Male,24,Caucasian,0,6,1,2,8,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,8,0
Male,24,Caucasian,0,6,1,2,8,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,8,0
Male,24,Caucasian,0,6,1,2,8,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,8,0
Male,24,Caucasian,0,6,1,2,8,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,8,0
Male,24,Caucasian,0,6,1,2,8,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,8,0
Male,30,Caucasian,0,4,0,0,0,0,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,0,0
Male,30,Caucasian,0,4,0,0,0,0,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,0,0
Male,30,Caucasian,0,4,0,0,0,0,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,0,0
Male,31,Caucasian,0,5,0,0,0,0,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,0,0
Female,39,Caucasian,0,4,0,0,1,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,1,0
Female,39,Caucasian,0,4,0,0,1,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,1,0
Female,39,Caucasian,0,4,0,0,1,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,1,0
Female,39,Caucasian,0,4,0,0,1,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,1,0
Female,39,Caucasian,0,4,0,0,1,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,1,0
Male,59,African-American,0,9,0,0,14,1,1,Risk of Recidivism,9,High,Risk of Violence,4,Low,14,1
Male,35,Caucasian,0,6,0,0,7,0,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,7,0
Male,35,Caucasian,0,6,0,0,7,0,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,7,0
Female,24,Other,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,0,0
Male,43,Caucasian,0,1,0,0,1,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Male,21,African-American,1,9,0,1,2,0,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,2,0
Male,21,African-American,1,9,0,1,2,0,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,2,0
Male,21,African-American,1,9,0,1,2,0,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,2,0
Male,21,African-American,1,9,0,1,2,0,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,2,0
Male,21,African-American,1,9,0,1,2,0,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,2,0
Male,21,African-American,1,9,0,1,2,0,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,2,0
Female,21,African-American,0,4,0,0,0,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,0
Male,21,African-American,0,9,0,0,3,1,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,3,0
Male,21,African-American,0,9,0,0,3,1,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,3,0
Male,21,African-American,0,9,0,0,3,1,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,3,0
Male,21,African-American,0,9,0,0,3,1,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,3,0
Male,21,African-American,0,9,0,0,3,1,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,3,0
Male,27,African-American,0,7,0,0,0,0,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,0,0
Male,20,African-American,0,8,0,0,0,0,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,0,0
Male,20,African-American,0,8,0,0,0,0,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,0,0
Male,20,African-American,0,8,0,0,0,0,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,0,0
Male,20,African-American,0,8,0,0,0,0,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,0,0
Male,20,African-American,0,8,0,0,0,0,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,0,0
Male,20,African-American,0,8,0,0,0,0,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,0,0
Male,38,Caucasian,0,4,0,0,5,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,5,0
Male,38,Caucasian,0,4,0,0,5,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,5,0
Male,27,African-American,0,9,0,0,3,0,0,Risk of Recidivism,9,High,Risk of Violence,4,Low,3,0
Male,27,African-American,0,9,0,0,3,0,0,Risk of Recidivism,9,High,Risk of Violence,4,Low,3,0
Male,34,Caucasian,0,5,0,0,0,0,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,0,0
Male,34,Caucasian,0,5,0,0,0,0,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,0,0
Male,30,African-American,0,3,0,0,3,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,3,0
Male,33,African-American,0,5,0,0,5,1,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,5,0
Male,37,African-American,0,2,0,0,3,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,3,0
Male,37,African-American,0,2,0,0,3,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,3,0
Male,42,Caucasian,0,2,0,0,1,1,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,0
Male,42,Caucasian,0,2,0,0,1,1,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,0
Male,42,Caucasian,0,2,0,0,1,1,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,0
Male,41,African-American,0,9,1,0,10,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,10,0
Male,41,African-American,0,9,1,0,10,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,10,0
Male,22,African-American,0,4,0,0,0,1,0,Risk of Recidivism,4,Low,Risk of Violence,7,Medium,0,0
Male,22,African-American,0,4,0,0,0,1,0,Risk of Recidivism,4,Low,Risk of Violence,7,Medium,0,0
Male,33,African-American,0,8,12,2,28,1,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,28,0
Male,33,African-American,0,8,12,2,28,1,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,28,0
Male,33,African-American,0,8,12,2,28,1,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,28,0
Male,44,Caucasian,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,31,African-American,0,7,0,0,1,0,0,Risk of Recidivism,7,Medium,Risk of Violence,8,High,1,0
Male,26,African-American,0,8,0,0,9,0,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,9,0
Male,26,African-American,0,8,0,0,9,0,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,9,0
Female,30,Other,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,0
Female,30,Other,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,0
Female,30,Other,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,0
Male,31,Caucasian,0,10,0,0,13,1,1,Risk of Recidivism,10,High,Risk of Violence,7,Medium,13,1
Male,27,African-American,0,9,0,0,3,1,0,Risk of Recidivism,9,High,Risk of Violence,4,Low,3,0
Female,31,Caucasian,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,0
Female,31,Caucasian,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,0
Male,47,Hispanic,0,1,0,0,2,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,0
Male,56,African-American,0,9,0,0,8,0,0,Risk of Recidivism,9,High,Risk of Violence,3,Low,8,0
Male,56,African-American,0,9,0,0,8,0,0,Risk of Recidivism,9,High,Risk of Violence,3,Low,8,0
Male,33,Asian,0,8,0,0,2,0,0,Risk of Recidivism,8,High,Risk of Violence,8,High,2,0
Male,33,Asian,0,8,0,0,2,0,0,Risk of Recidivism,8,High,Risk of Violence,8,High,2,0
Male,33,Asian,0,8,0,0,2,0,0,Risk of Recidivism,8,High,Risk of Violence,8,High,2,0
Male,52,Caucasian,0,9,0,0,3,0,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,3,0
Male,33,African-American,0,10,0,0,19,1,0,Risk of Recidivism,10,High,Risk of Violence,7,Medium,19,0
Male,33,African-American,0,10,0,0,19,1,0,Risk of Recidivism,10,High,Risk of Violence,7,Medium,19,0
Male,61,Caucasian,0,4,0,0,0,0,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,0,0
Female,64,Caucasian,0,1,0,0,2,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,0
Male,22,Caucasian,0,6,0,0,4,1,0,Risk of Recidivism,6,Medium,Risk of Violence,8,High,4,0
Male,22,Caucasian,0,6,0,0,4,1,0,Risk of Recidivism,6,Medium,Risk of Violence,8,High,4,0
Male,42,Caucasian,0,3,0,0,6,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,6,0
Male,42,Caucasian,0,3,0,0,6,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,6,0
Male,42,Caucasian,0,3,0,0,6,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,6,0
Female,25,Caucasian,0,4,0,0,2,0,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,2,0
Female,25,Caucasian,0,4,0,0,2,0,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,2,0
Male,27,Caucasian,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,0
Male,30,Caucasian,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,0
Male,23,African-American,0,2,0,0,0,-1,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,0
Male,28,Caucasian,0,1,0,0,2,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,2,0
Female,37,Other,0,2,0,0,2,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,2,0
Male,21,Caucasian,0,5,0,0,1,0,0,Risk of Recidivism,5,Medium,Risk of Violence,6,Medium,1,0
Male,28,Caucasian,0,2,0,0,0,1,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,0
Male,28,Caucasian,0,2,0,0,0,1,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,0
Male,28,Caucasian,0,2,0,0,0,1,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,0
Female,24,African-American,0,2,0,0,0,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,0
Male,37,African-American,0,8,0,0,13,0,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,13,0
Male,37,African-American,0,8,0,0,13,0,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,13,0
Male,22,African-American,0,9,0,0,0,0,0,Risk of Recidivism,9,High,Risk of Violence,8,High,0,0
Male,22,African-American,0,9,0,0,0,0,0,Risk of Recidivism,9,High,Risk of Violence,8,High,0,0
Female,29,Caucasian,0,4,1,0,10,1,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,10,0
Female,29,Caucasian,0,4,1,0,10,1,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,10,0
Female,29,Caucasian,0,4,1,0,10,1,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,10,0
Female,29,Caucasian,0,4,1,0,10,1,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,10,0
Female,25,Caucasian,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,0
Female,25,Caucasian,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,0
Male,44,Caucasian,0,2,0,0,2,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,2,0
Female,30,Hispanic,0,5,0,0,4,1,1,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,4,1
Male,32,African-American,0,7,0,0,3,1,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,3,0
Male,32,African-American,0,7,0,0,3,1,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,3,0
Male,32,African-American,0,7,0,0,3,1,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,3,0
Male,53,Hispanic,0,4,0,0,1,0,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,1,0
Male,34,Other,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,1,0
Male,31,Caucasian,0,3,0,0,2,1,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,2,0
Male,27,African-American,0,10,0,0,5,0,0,Risk of Recidivism,10,High,Risk of Violence,10,High,5,0
Male,27,African-American,0,10,0,0,5,0,0,Risk of Recidivism,10,High,Risk of Violence,10,High,5,0
Male,31,African-American,0,2,0,0,1,1,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,1,0
Male,59,Caucasian,0,2,0,0,1,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,1,0
Male,59,Caucasian,0,2,0,0,1,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,1,0
Male,59,Caucasian,0,2,0,0,1,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,1,0
Male,28,African-American,0,10,0,0,15,0,0,Risk of Recidivism,10,High,Risk of Violence,8,High,15,0
Female,45,Caucasian,0,4,0,0,4,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,4,0
Male,23,Caucasian,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,0
Female,20,African-American,1,10,0,0,1,0,0,Risk of Recidivism,10,High,Risk of Violence,10,High,1,0
Female,20,African-American,1,10,0,0,1,0,0,Risk of Recidivism,10,High,Risk of Violence,10,High,1,0
Female,20,African-American,1,10,0,0,1,0,0,Risk of Recidivism,10,High,Risk of Violence,10,High,1,0
Male,42,African-American,0,1,0,0,2,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,0
Female,43,Caucasian,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,38,African-American,1,8,1,0,9,1,0,Risk of Recidivism,8,High,Risk of Violence,4,Low,9,0
Male,38,African-American,1,8,1,0,9,1,0,Risk of Recidivism,8,High,Risk of Violence,4,Low,9,0
Male,38,African-American,1,8,1,0,9,1,0,Risk of Recidivism,8,High,Risk of Violence,4,Low,9,0
Male,38,African-American,1,8,1,0,9,1,0,Risk of Recidivism,8,High,Risk of Violence,4,Low,9,0
Male,38,African-American,1,8,1,0,9,1,0,Risk of Recidivism,8,High,Risk of Violence,4,Low,9,0
Male,32,African-American,0,6,0,0,11,1,1,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,11,0
Male,32,African-American,0,6,0,0,11,1,1,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,11,1
Male,33,African-American,0,5,0,0,8,1,1,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,8,1
Male,55,African-American,0,8,0,0,4,0,0,Risk of Recidivism,8,High,Risk of Violence,3,Low,4,0
Male,55,African-American,0,8,0,0,4,0,0,Risk of Recidivism,8,High,Risk of Violence,3,Low,4,0
Male,55,African-American,0,8,0,0,4,0,0,Risk of Recidivism,8,High,Risk of Violence,3,Low,4,0
Female,31,African-American,0,3,0,0,0,1,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,0
Female,31,African-American,0,3,0,0,0,1,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,0
Female,31,African-American,0,3,0,0,0,1,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,0
Female,33,African-American,0,9,0,0,7,1,0,Risk of Recidivism,9,High,Risk of Violence,9,High,7,0
Female,33,African-American,0,9,0,0,7,1,0,Risk of Recidivism,9,High,Risk of Violence,9,High,7,0
Female,33,African-American,0,9,0,0,7,1,0,Risk of Recidivism,9,High,Risk of Violence,9,High,7,0
Male,27,African-American,0,9,0,0,2,1,0,Risk of Recidivism,9,High,Risk of Violence,8,High,2,0
Male,27,African-American,0,9,0,0,2,1,0,Risk of Recidivism,9,High,Risk of Violence,8,High,2,0
Male,27,African-American,0,9,0,0,2,1,0,Risk of Recidivism,9,High,Risk of Violence,8,High,2,0
Male,27,African-American,0,9,0,0,2,1,0,Risk of Recidivism,9,High,Risk of Violence,8,High,2,0
Male,52,African-American,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Female,20,African-American,0,6,0,0,0,0,0,Risk of Recidivism,6,Medium,Risk of Violence,8,High,0,0
Female,26,Caucasian,0,6,0,0,0,0,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,0,0
Male,25,African-American,0,10,0,0,4,0,0,Risk of Recidivism,10,High,Risk of Violence,10,High,4,0
Female,61,African-American,0,1,0,0,1,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Male,52,Other,0,7,0,0,13,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,13,0
Male,52,Other,0,7,0,0,13,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,13,0
Male,52,Other,0,7,0,0,13,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,13,0
Male,52,Other,0,7,0,0,13,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,13,0
Male,52,Other,0,7,0,0,13,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,13,0
Male,52,Other,0,7,0,0,13,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,13,0
Male,52,Other,0,7,0,0,13,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,13,0
Male,52,Other,0,7,0,0,13,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,13,0
Male,52,Other,0,7,0,0,13,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,13,0
Male,52,Other,0,7,0,0,13,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,13,0
Male,52,Other,0,7,0,0,13,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,13,0
Male,63,Hispanic,0,1,0,0,1,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Male,40,Hispanic,0,2,0,0,0,-1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,0
Female,32,African-American,0,10,0,0,4,1,1,Risk of Recidivism,10,High,Risk of Violence,9,High,4,1
Male,29,Hispanic,0,4,0,0,1,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,1,0
Female,46,Other,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,1,0
Female,26,African-American,0,4,0,0,2,1,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,2,0
Male,55,African-American,0,1,0,0,3,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,3,0
Male,39,Caucasian,1,4,0,0,1,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,1,0
Female,30,Caucasian,0,7,0,0,3,1,0,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,3,0
Female,30,Caucasian,0,7,0,0,3,1,0,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,3,0
Female,30,Caucasian,0,7,0,0,3,1,0,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,3,0
Male,30,African-American,0,7,0,0,1,0,0,Risk of Recidivism,7,Medium,Risk of Violence,8,High,1,0
Male,30,African-American,0,7,0,0,1,0,0,Risk of Recidivism,7,Medium,Risk of Violence,8,High,1,0
Male,48,Caucasian,0,2,0,0,2,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,2,0
Male,33,Caucasian,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,22,African-American,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,4,Low,1,0
Male,22,African-American,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,4,Low,1,0
Male,46,Caucasian,0,1,0,0,6,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,6,0
Male,46,Caucasian,0,1,0,0,6,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,6,0
Male,41,Caucasian,0,10,0,0,5,0,0,Risk of Recidivism,10,High,Risk of Violence,4,Low,5,0
Female,49,Caucasian,0,6,0,0,6,0,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,6,0
Male,31,Caucasian,0,5,0,0,0,0,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,0,0
Male,31,Caucasian,0,5,0,0,0,0,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,0,0
Male,31,African-American,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,0
Male,25,African-American,0,2,0,0,1,1,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,1,0
Male,25,African-American,0,2,0,0,1,1,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,1,0
Male,31,African-American,0,3,0,0,3,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,3,0
Female,21,African-American,0,6,0,0,0,0,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,0,0
Male,23,Hispanic,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,5,Medium,0,0
Female,32,African-American,0,7,0,0,5,0,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,5,0
Male,52,Hispanic,0,1,0,0,2,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,0
Male,52,Hispanic,0,1,0,0,2,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,0
Male,62,African-American,0,4,0,0,8,0,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,8,0
Male,30,African-American,0,6,0,0,2,0,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,2,0
Male,30,African-American,0,6,0,0,2,0,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,2,0
Female,37,Caucasian,0,10,0,0,6,0,0,Risk of Recidivism,10,High,Risk of Violence,4,Low,6,0
Female,37,Caucasian,0,10,0,0,6,0,0,Risk of Recidivism,10,High,Risk of Violence,4,Low,6,0
Male,55,Caucasian,0,1,0,0,1,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Male,31,Hispanic,0,9,0,0,8,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,8,0
Male,31,Hispanic,0,9,0,0,8,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,8,0
Male,31,Hispanic,0,9,0,0,8,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,8,0
Male,28,African-American,0,6,0,0,6,1,1,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,6,1
Male,54,Hispanic,0,1,0,0,2,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,0
Male,58,Hispanic,0,2,0,0,0,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,0
Male,58,Hispanic,0,2,0,0,0,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,0
Male,78,Caucasian,0,1,0,0,1,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Male,56,Caucasian,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,21,Hispanic,0,10,0,0,1,0,0,Risk of Recidivism,10,High,Risk of Violence,8,High,1,0
Male,24,Other,0,2,0,0,0,0,0,Risk of Recidivism,2,Low,Risk of Violence,4,Low,0,0
Male,38,African-American,2,8,2,1,22,1,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,22,0
Male,38,African-American,2,8,2,1,22,1,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,22,0
Male,38,African-American,2,8,2,1,22,1,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,22,0
Male,39,African-American,0,5,0,0,3,0,0,Risk of Recidivism,5,Medium,Risk of Violence,1,Low,3,0
Male,35,Caucasian,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
